province_id,province_name,bws_raw,baseline_stress_score,sev_raw,seasonal_variability_score,iav_raw,interannual_variability_score,gtd_raw,groundwater_stress_score,drr_raw,drought_hazard_score,rfr_raw,flood_hazard_score,combined_risk_score
TUR.73_1,Tekirdag,0.4245295305591582,2.6288890767057596,0.464808914913793,1.3944267447413787,0.44798843787456155,1.7919537514982462,-0.178641,,0.6744159817471915,3.372079908735958,0.0005233838131311737,0.4317592188046743,1.9332083870944408
TUR.74_1,Tokat,0.2767275218330855,2.213510023900339,0.3812878104309329,1.1438634312927987,0.2842329631167205,1.1369318524668823,-0.003957405212751747,1.073919,0.6575812526618916,3.2879062633094587,0.007979583387742227,3.0205703839933293,1.6520959923714291
TUR.75_1,Trabzon,0.04736762695139274,0.0,0.2955966338945209,0.8867899016835629,0.20538823355669855,0.8215529342267944,0.147838,1.073919,0.6272195779322011,3.1360978896610057,0.011640551355353884,3.7359069398525415,0.990825885822186
TUR.76_1,Tunceli,0.15516551458890895,1.4658939259813735,0.49907368336421226,1.4972210500926366,0.6693058118539967,2.677223247415987,0.11690309720038955,1.073919,0.45906627675507966,2.295331383775399,0.0025590956843830164,1.763091917557994,1.7979758872058362
TUR.77_1,Usak,1.0735622635047224,4.390478190566066,0.34065369959048397,1.0219610987714518,0.3596540571310748,1.4386162285242992,0.07801418252745376,1.073919,0.6271536534661717,3.1357682673308576,0.0014689950639342451,1.1591592672457098,2.11543672537649
TUR.78_1,Van,0.7579851845760256,3.4036514685996244,0.53018805160319,1.59056415480957,0.4131020766055077,1.6524083064220312,-0.006224440266882131,,0.4966108039054723,2.483054019527361,0.013489522413156006,3.349655837327448,2.315657541155694
TUR.79_1,Yalova,0.5353114941315318,3.4203786303262307,0.3693489729012585,1.1080469187037756,0.323923099056928,1.295692396227712,0.00995253,,0.5460576646934839,2.73028832346742,0.011521417064800001,3.71990599956,2.1247618645755924
TUR.7_1,Ankara,0.7509787863363598,3.301503390095751,0.39345874443559553,1.1803762333067866,0.38542887641612433,1.5417155056644976,0.09747985217477038,1.073919,0.659649582831269,3.2982479141563443,0.00177186478657617,1.308105871709245,1.9280357688833583
TUR.80_1,Yozgat,0.7118354856614085,3.723075875428984,0.4185784778370142,1.2557354335110427,0.33850953101228876,1.354038124049155,0.10373835845520939,1.073919,0.6911753834440391,3.4558769172201953,0.0030970945886278213,1.8847078400478776,2.05123878057655
TUR.81_1,Zinguldak,0.1505683452590043,1.590418496848885,0.43854052099478,1.3156215629843402,0.2572309477372884,1.0289237909491535,0.00995253,,0.5438880989796819,2.7194404948984103,0.00984057727785,3.4941522141399997,1.5681034365834232
TUR.8_1,Antalya,0.4719241748662218,3.173532061846533,0.39156126254090823,1.1746837876227245,0.366288964847523,1.465155859390092,0.147838,1.0739190000000003,0.5207483711212639,2.60374185560632,0.008220233833482637,3.1674814038339196,1.9482842559298523
TUR.9_1,Ardahan,0.1572672423114915,1.617286132422416,0.49794388431606096,1.493831652948183,0.23281955407578495,0.9312782163031398,0.147838,1.073919,0.5520560643349912,2.7602803216749554,0.006203192732136923,2.9833854483990456,1.5038179860480598
